State,City,Airport,LocID,"Ownership","Svc Lvl","Hub","Role","Enplaned","Based Aircraft","Development Estimate 2025-2029"
Alaska,Tetlin,Tetlin,3T4,PU,GA,,Basic,0,0,"5,200,000"
Alaska,Thorne Bay,Thorne Bay,KTB,PU,GA,,Basic,218,1,"2,500,000"
Alaska,Togiak,Togiak,TOG,PU,CS,,Local,"2,997",0,"425,000"
Alaska,Tok,Tok Junction,6K8,PU,GA,,Local,486,30,"11,200,000"
Alaska,Toksook Bay,Toksook Bay,OOK,PU,CS,,Local,"3,197",0,"2,320,667"
Alaska,Tuluksak,Tuluksak,TLT,PU,GA,,Basic,"2,242",0,"2,000,000"
Alaska,Tuntutuliak,Tuntutuliak,A61,PU,CS,,Local,"3,161",0,"13,600,000"
Alaska,Tununak,Tununak,4KA,PU,GA,,Basic,"1,674",0,"21,341,000"
Alaska,Twin Hills,Twin Hills,A63,PU,GA,,Basic,577,0,"27,034,737"
Alaska,Ugashik,Ugashik,9A8,PU,GA,,Basic,86,0,"10,000,000"
Alaska,Unalakleet,Unalakleet,UNK,PU,CS,,Local,"8,312",0,"5,160,000"
Alaska,Unalaska,Unalaska,DUT,PU,P,N,,"19,201",5,"1,138,161"
Alaska,Upper Kalskag (native name: Kalskag),Kalskag,KLG,PU,GA,,Basic,"2,029",0,"2,629,876"
Alaska,Valdez,Valdez Pioneer Field,VDZ,PU,CS,,Local,"4,235",6,"32,715,621"
Alaska,Venetie,Venetie,VEE,NA,GA,,Basic,"1,629",0,0
Alaska,Wainwright,Wainwright,AWI,PU,CS,,Local,"3,095",0,"10,244,300"
Alaska,Wales,Wales,IWK,PU,GA,,Basic,"1,111",0,"3,986,667"
Alaska,Wasilla,Wasilla,IYS,PU,GA,,Local,16,119,"17,592,039"
Alaska,White Mountain,White Mountain,WMO,PU,GA,,Basic,"1,307",1,"1,430,000"
Alaska,Whittier,Whittier,IEM,PU,GA,,Unclassified,0,0,0
Alaska,Willow,Willow,UUO,PU,GA,,Local,0,70,"7,996,133"
Alaska,Wrangell,Wrangell,68A,PU,GA,,Basic,0,1,"3,500,000"
Alaska,Wrangell,Wrangell,WRG,PU,P,N,,"14,323",9,0
Alaska,Yakutat,Yakutat,2Y3,PU,GA,,Unclassified,0,0,0
Alaska,Yakutat,Yakutat,YAK,PU,P,N,,"12,105",10,"48,575,058"
Arizona,- Flagstaff,Flagstaff Pulliam,FLG,PU,P,N,,"73,992",109,"38,145,279"
Arizona,Ajo,Eric Marcus Municipal,P01,PU,GA,,Basic,0,3,"3,002,899"
Arizona,Bagdad,Bagdad,E51,PU,GA,,Basic,9,3,"1,350,758"
Arizona,Benson,Benson Municipal/Paul Kerchum Field,E95,PU,GA,,Local,0,18,"3,780,891"
Arizona,Bisbee,Bisbee Municipal,P04,PU,GA,,Basic,0,13,"1,564,902"
Arizona,Buckeye,Buckeye Municipal,BXK,PU,GA,,Local,5,60,"8,268,653"
Arizona,Bullhead City,Laughlin/Bullhead International,IFP,PU,GA,,National,"73,463",28,"8,506,356"
Arizona,Casa Grande,Casa Grande Municipal,CGZ,PU,GA,,Local,4,65,"4,733,625"
Arizona,Chandler,Chandler Municipal,CHD,PU,R,,Regional,73,469,"20,957,880"
Arizona,Chinle,Chinle Municipal,E91,NA,GA,,Basic,0,11,"890,158"
Arizona,Cibecue,Cibecue,Z95,NA,GA,,Basic,0,0,"2,848,429"
Arizona,Clifton,Greenlee County,CFT,PU,GA,,Unclassified,65,1,0
Arizona,Colorado City,Colorado City Municipal,AZC,PU,GA,,Local,164,15,"2,965,263"
Arizona,Coolidge,Coolidge Municipal,P08,PU,GA,,Local,0,41,"1,772,015"
Arizona,Cottonwood,Cottonwood,P52,PU,GA,,Local,1,49,"2,436,612"
Arizona,Douglas,Bisbee Douglas International,DUG,PU,GA,,Basic,0,1,"8,275,811"
Arizona,Eloy,Eloy Municipal,E60,PU,GA,,Local,0,32,"2,157,844"
Arizona,Fort Huachuca,Sierra Vista Municipal-Libby AAF,FHU,MR,GA,,Local,89,52,"1,728,955"
Arizona,Gila Bend,Gila Bend Municipal,E63,PU,GA,,Basic,0,4,"2,713,057"
Arizona,Glendale,Glendale Municipal,GEU,PU,R,,Regional,60,289,"22,823,962"
Arizona,Globe,San Carlos Apache,P13,NA,GA,,Basic,7,3,"1,650,203"
Arizona,Goodyear,Phoenix Goodyear,GYR,PU,R,,National,14,254,"26,088,475"
Arizona,Grand Canyon,Grand Canyon Ntl Park,GCN,PU,GA,,National,"142,776",0,"29,729,243"
Arizona,Holbrook,Holbrook Municipal,P14,PU,GA,,Basic,0,9,"3,034,362"
Arizona,Kayenta,Kayenta,0V7,NA,GA,,Basic,0,0,"1,118,757"
Arizona,Kingman,Kingman,IGM,PU,GA,,Local,110,79,"10,392,840"
Arizona,Lake Havasu City,Lake Havasu City,HII,PU,GA,,Regional,15,117,0
Arizona,Marana,Marana Regional,AVQ,PU,R,,Regional,32,213,"11,581,418"
Arizona,Maricopa,Ak-Chin Regional,A39,PU,GA,,Basic,0,11,"5,161,433"
Arizona,Mesa,Falcon Field,FFZ,PU,R,,Regional,11,543,"9,192,315"
Arizona,Mesa,Phoenix-Mesa Gateway,IWA,PU,P,S,,"964,132",68,"57,185,878"
Arizona,Nogales,Nogales International,OLS,PU,GA,,Local,0,17,"5,508,940"
Arizona,Page,Page Municipal,PGA,PU,P,N,,"15,953",70,"4,281,067"
Arizona,Parker,Avi Suquilla,P20,NA,GA,,Basic,0,4,"6,771,538"
Arizona,Payson,Payson,PAN,PU,GA,,Local,8,60,"2,887,397"
Arizona,Peach Springs,Grand Canyon West,1G4,NA,P,N,,"33,982",0,"27,057,277"
Arizona,Phoenix,Phoenix Deer Valley,DVT,PU,R,,National,165,917,"26,854,830"
Arizona,Phoenix,Phoenix Sky Harbor International,PHX,PU,P,L,,"23,880,459",62,"203,396,468"
Arizona,Pinal (County),Pinal Airpark,MZJ,PU,GA,,Local,0,66,"14,066,484"
Arizona,Polacca,Polacca,P10,NA,GA,,Basic,0,0,"4,931,935"
Arizona,Prescott,Prescott Regional - Ernest A Love Field,PRC,PU,P,N,,"24,583",262,"5,415,963"
Arizona,Safford,Safford Regional,SAD,PU,GA,,Regional,43,52,"5,935,879"
Arizona,Saint Johns,St Johns Industrial Air Park,SJN,PU,GA,,Basic,0,1,"1,489,373"
Arizona,San Manuel,San Manuel,E77,PU,GA,,Local,0,15,"955,653"
Arizona,Scottsdale,Scottsdale,SDL,PU,R,,National,"1,564",338,"9,078,803"
Arizona,Sedona,Sedona,SEZ,PU,GA,,Local,62,64,"27,234,790"
Arizona,Show Low,Show Low Regional,SOW,PU,CS,,Regional,"3,729",30,"14,825,000"
Arizona,Springerville,Springerville Municipal,JTC,PU,GA,,Basic,0,11,"2,953,961"
Arizona,Taylor,Taylor,TYL,PU,GA,,Basic,0,14,"261,366"
Arizona,Tuba City,Tuba City,T03,NA,GA,,Basic,0,0,"4,254,563"
Arizona,Tucson,Ryan Field,RYN,PU,R,,Regional,4,228,"8,668,472"
Arizona,Tucson,Tucson International,TUS,PU,P,S,,"1,925,544",343,"176,286,846"
Arizona,Whiteriver,Whiteriver,E24,NA,GA,,Basic,0,0,"1,128,907"
Arizona,Wickenburg,Wickenburg Municipal,E25,PU,GA,,Basic,0,10,"1,909,450"
Arizona,Willcox,Cochise County,P33,PU,GA,,Local,0,20,"851,087"
Arizona,Williams,H A Clark Memorial Field,CMR,PU,GA,,Basic,4,2,"1,078,501"
Arizona,Window Rock,Window Rock,RQE,NA,GA,,Basic,0,2,"8,641,313"
Arizona,Winslow,Winslow-Lindbergh Regional,INW,PU,GA,,Regional,0,3,"7,996,325"
Arizona,Yuma,Yuma MCAS/Yuma International,NYL,MN,P,N,,"94,364",78,"22,296,149"
Arkansas,Almyra,Almyra Municipal,M73,PU,GA,,Basic,0,10,"2,192,000"
Arkansas,Arkadelphia,Dexter B Florence Memorial Field,ADF,PU,GA,,Local,0,26,"3,269,491"
Arkansas,Ash Flat,Sharp County Regional,CVK,PU,GA,,Local,0,17,"3,539,097"
Arkansas,Augusta,Woodruff County,M60,PU,GA,,Unclassified,0,0,0
Arkansas,Batesville,Batesville Regional,BVX,PU,GA,,Regional,0,54,"6,145,961"
Arkansas,Benton,Saline County Regional,SUZ,PU,GA,,Regional,0,77,"7,400,650"
Arkansas,Bentonville,Bentonville Municipal/Louise M Thaden Field,VBT,PU,GA,,Regional,3,88,"3,988,956"
Arkansas,Bentonville,Northwest Arkansas Ntl,XNA,PU,P,S,,"972,880",12,"51,502,387"
Arkansas,Berryville,Carroll County,4M1,PU,GA,,Local,0,38,"3,173,873"
Arkansas,Blytheville,Arkansas International,BYH,PU,GA,,Local,3,28,"1,577,000"
Arkansas,Blytheville,Blytheville Municipal,HKA,PU,GA,,Unclassified,0,7,0
Arkansas,Brinkley,Frank Federer Memorial,M36,PU,GA,,Basic,0,10,"2,002,950"
Arkansas,Calico Rock,Calico Rock-Izard County,37T,PU,GA,,Basic,0,10,"1,631,666"
Arkansas,Camden,Harrell Field,CDH,PU,GA,,Basic,0,14,"994,444"
Arkansas,Carlisle,Carlisle Municipal,4M3,PU,GA,,Local,0,35,"3,040,302"
Arkansas,Clarendon,Clarendon Municipal,4M8,PU,GA,,Local,0,20,"1,044,444"
Arkansas,Clarksville,Clarksville Municipal,H35,PU,GA,,Local,0,25,"2,337,000"
Arkansas,Clinton,Clinton Municipal,CCA,PU,GA,,Local,0,22,"1,266,668"
Arkansas,Colt,Delta Regional,DRP,PU,GA,,Local,2,15,"3,443,740"
Arkansas,Conway,Conway Regional,CXW,PU,GA,,Regional,0,65,"5,966,980"
Arkansas,Corning,Corning Municipal,4M9,PU,GA,,Local,0,20,"2,255,191"
Arkansas,Crossett,Z M Jack Stell Field,CRT,PU,GA,,Basic,0,12,"5,337,475"
Arkansas,Danville,Danville Municipal,32A,PU,GA,,Basic,0,9,"1,333,333"
Arkansas,De Queen,J Lynn Helms Sevier County,DEQ,PU,GA,,Basic,0,6,"1,706,667"
Arkansas,De Witt,Dewitt Municipal/Whitcomb Field,5M1,PU,GA,,Local,0,15,"1,873,084"
Arkansas,Dumas,Billy Free Municipal,0M0,PU,GA,,Basic,0,14,"4,780,310"
Arkansas,El Dorado,South Arkansas Regional at Goodwin Field,ELD,PU,CS,,Regional,"3,144",18,"3,921,024"
Arkansas,Fayetteville,Drake Field,FYV,PU,GA,,National,"1,047",117,"11,667,389"
Arkansas,Flippin,Marion County Regional,FLP,PU,GA,,Local,0,20,"903,240"
Arkansas,Fordyce,Fordyce Municipal,5M4,PU,GA,,Unclassified,0,1,0
Arkansas,Fort Smith,Fort Smith Regional (Ebbing Field Angb),FSM,PU,P,N,,"58,615",76,"8,958,910"
Arkansas,Harrison,Boone County,HRO,PU,CS,,Regional,"4,565",42,"4,811,225"
Arkansas,Heber Springs,Heber Springs Municipal,HBZ,PU,GA,,Local,0,20,"4,009,918"
Arkansas,Hope,Hope Municipal,M18,PU,GA,,Local,0,18,"2,245,262"
Arkansas,Horseshoe Bend,Horseshoe Bend,6M2,PU,GA,,Local,0,15,"1,410,000"
Arkansas,Hot Springs,Memorial Field,HOT,PU,CS,,Regional,"3,727",97,"26,003,278"
Arkansas,Jonesboro,Jonesboro Municipal,JBR,PU,GA,,National,"2,194",121,"9,054,329"
Arkansas,Lake Village,Lake Village Municipal,M32,PU,GA,,Basic,0,12,"1,383,950"
Arkansas,Little Rock,Bill and Hillary Clinton Ntl/Adams Field,LIT,PU,P,S,,"1,097,465",116,"71,885,416"
Arkansas,Magnolia,Ralph C Weiser Field,AGO,PU,GA,,Basic,4,12,"2,413,680"
Arkansas,Malvern,Malvern Municipal,M78,PU,GA,,Local,0,20,"1,408,855"
Arkansas,Manila,Manila Municipal,MXA,PU,GA,,Local,0,15,"2,540,750"
Arkansas,Marianna,Marianna/Lee County-Steve Edwards Field,6M7,PU,GA,,Basic,0,10,"2,802,365"
Arkansas,Marked Tree,Marked Tree Municipal,6M8,PU,GA,,Unclassified,0,5,0
Arkansas,Marshall,Searcy County,4A5,PU,GA,,Basic,0,10,"1,611,110"
Arkansas,McGehee,McGehee Municipal,7M1,PU,GA,,Basic,0,11,"1,645,748"
Arkansas,Melbourne,Melbourne Municipal - John E Miller Field,42A,PU,GA,,Local,0,25,"3,058,111"
Arkansas,Mena,Mena Intermountain Municipal,MEZ,PU,GA,,Local,1,29,"1,755,000"
Arkansas,Monticello,Monticello Municipal/Ellis Field,LLQ,PU,GA,,Local,0,19,"2,140,971"
Arkansas,Morrilton,Morrilton Municipal,BDQ,PU,GA,,Local,0,29,"1,428,666"
Arkansas,Morrilton,Petit Jean Park,MPJ,PU,GA,,Unclassified,0,0,0
Arkansas,Mount Ida,Bearce,7M3,PU,GA,,Basic,0,9,"1,612,955"
Arkansas,Mountain Home,Baxter County,BPK,PU,GA,,Regional,0,74,"19,373,257"
Arkansas,Nashville,Howard County,M77,PU,GA,,Unclassified,0,6,0
Arkansas,Newport,Newport Regional,M19,PU,GA,,Local,0,21,"1,510,000"
Arkansas,North Little Rock,North Little Rock Municipal,ORK,PU,R,,Regional,0,51,"2,904,445"
Arkansas,Osceola,Osceola Municipal,7M4,PU,GA,,Basic,0,14,"2,035,034"
Arkansas,Ozark,Ozark/Franklin County,7M5,PU,GA,,Basic,0,14,"1,121,222"
Arkansas,Paragould,Kirk Field,PGR,PU,GA,,Local,0,47,"3,356,666"
Arkansas,Paris,Paris Municipal,7M6,PU,GA,,Unclassified,0,7,0
Arkansas,Piggott,Piggott Municipal,7M7,PU,GA,,Basic,0,10,"2,709,307"
Arkansas,Pine Bluff,Pinebluff Regional/Grider Field,PBF,PU,GA,,Regional,0,30,"2,419,232"
Arkansas,Pocahontas,Pocahontas Municipal,M70,PU,GA,,Local,0,22,"7,741,917"
Arkansas,Rogers,Rogers Exec - Carter Field,ROG,PU,GA,,National,46,124,"20,456,334"
Arkansas,Russellville,Russellville Regional,RUE,PU,GA,,Regional,0,51,"1,715,691"
Arkansas,Searcy,Searcy Regional,SRC,PU,GA,,Regional,9,114,"6,177,883"
Arkansas,Sheridan,Sheridan-Grant County Regional,9M8,PU,GA,,Local,0,19,"1,880,000"
Arkansas,Siloam Springs,Smith Field,SLG,PU,GA,,Regional,0,34,"2,361,897"
Arkansas,Springdale,Springdale Municipal,ASG,PU,GA,,National,9,119,"12,409,067"
Arkansas,Texarkana,Texarkana Regional-Webb Field,TXK,PU,P,N,,"41,951",52,"19,899,358"
Arkansas,Ulm,Stuttgart Municipal Carl Humphrey Field,SGT,PU,GA,,Local,5,23,"2,737,938"
Arkansas,Waldron,Waldron Municipal,M27,PU,GA,,Unclassified,0,3,0
Arkansas,Walnut Ridge,Walnut Ridge Regional,ARG,PU,GA,,Local,0,43,"2,449,533"
Arkansas,Warren,Warren Municipal,3M9,PU,GA,,Unclassified,0,0,0
Arkansas,West Helena,Thompson-Robbins,HEE,PU,GA,,Local,0,16,"4,185,996"
Arkansas,West Memphis,West Memphis Municipal,AWM,PU,R,,Regional,16,98,"7,000,448"
California,Alturas,Alturas Municipal,AAT,PU,GA,,Basic,0,10,"1,840,928"
California,Alturas,Tulelake Municipal,O81,PU,GA,,Basic,0,13,"897,027"
California,Apple Valley,Apple Valley,APV,PU,GA,,Regional,0,136,"13,155,533"
California,Arcata,California Redwood Coast-Humboldt County,ACV,PU,P,N,,"117,972",24,"52,932,138"
California,Atwater,Castle,MER,PU,GA,,Regional,6,50,"2,305,833"
California,Auburn,Auburn Municipal,AUN,PU,GA,,Regional,12,236,"8,516,944"
California,Bakersfield,Meadows Field,BFL,PU,P,N,,"174,891",194,"65,250,489"
California,Bakersfield,Bakersfield Municipal,L45,PU,GA,,Local,0,72,"380,000"
California,Banning,Banning Municipal,BNG,PU,GA,,Local,0,24,"2,716,573"
California,Beckwourth,Nervino,O02,PU,GA,,Basic,0,6,"1,079,101"
California,Big Bear City,Big Bear City,L35,PU,GA,,Regional,0,89,"9,873,918"
California,Bishop,Bishop,BIH,PU,P,N,,"10,007",38,"33,980,409"
California,Blythe,Blythe,BLH,PU,GA,,Basic,0,3,"13,255,556"
California,Boonville,Boonville,D83,PU,GA,,Basic,0,9,"993,334"
California,Borrego Springs,Borrego Valley,L08,PU,GA,,Basic,0,10,"6,910,000"
California,Brawley,Brawley Municipal,BWC,PU,GA,,Local,0,52,"10,059,352"
California,Bridgeport,Bryant Field,O57,PU,GA,,Unclassified,0,0,0
California,Burbank,Bob Hope,BUR,PU,P,M,,"3,132,023",81,"117,003,896"
California,Byron,Byron,C83,PU,R,,Local,6,71,"1,688,000"
California,Calexico,Calexico International,CXL,PU,GA,,Basic,48,12,"9,568,168"
California,California City,California City Municipal,L71,PU,GA,,Basic,0,14,"5,754,341"
California,Camarillo,Camarillo,CMA,PU,R,,National,130,356,"70,633,024"
California,Cameron Park,Cameron Park,O61,PU,GA,,Local,0,44,0
California,Carlsbad,McClellan-Palomar,CRQ,PU,CS,,National,"4,328",284,"33,284,469"
California,Cedarville,Cedarville,O59,PU,GA,,Unclassified,0,3,0
California,Chester,Rogers Field,O05,PU,GA,,Basic,0,6,"1,450,111"
California,Chico,Chico Regional,CIC,PU,GA,,Regional,8,101,"1,252,385"
California,Chino,Chino,CNO,PU,R,,National,13,689,"34,387,220"
California,Chowchilla,Chowchilla,2O6,PU,GA,,Local,0,18,"8,375,522"
California,Cloverdale,Cloverdale Municipal,O60,PU,GA,,Basic,0,12,"1,964,687"
California,Coalinga,New Coalinga Municipal,C80,PU,GA,,Basic,0,8,"666,667"
California,Columbia,Columbia,O22,PU,GA,,Local,18,91,"2,016,667"
California,Colusa,Colusa County,O08,PU,GA,,Local,0,34,"2,532,111"
California,Compton,Compton/Woodley,CPM,PU,R,,Local,0,37,"13,314,444"
California,Concord,Buchanan Field,CCR,PU,GA,,National,"17,016",365,"6,119,672"
California,Corning,Corning Municipal,0O4,PU,GA,,Basic,0,9,"833,334"
California,Corona,Corona Municipal,AJO,PU,GA,,Regional,0,114,0
California,Covelo,Round Valley,O09,PU,GA,,Basic,0,4,"1,981,500"
California,Crescent City,Jack McNamara Field,CEC,PU,CS,,Regional,"7,879",16,"21,275,817"
California,Daggett,Barstow-Daggett,DAG,PU,GA,,Basic,0,9,"6,383,333"
California,Davis,Yolo County,DWA,PU,GA,,Local,2,30,"1,761,000"
California,Davis,University,EDU,PU,GA,,Local,0,26,"6,988,667"
California,Delano,Delano Municipal,DLO,PU,GA,,Basic,0,13,"7,702,332"
California,Dorris,Butte Valley,A32,PU,GA,,Unclassified,0,1,0
California,Dunsmuir,Dunsmuir Municipal-Mott,1O6,PU,GA,,Basic,0,9,"1,416,667"
California,El Monte,San Gabriel Valley,EMT,PU,R,,Regional,8,91,"26,416,667"
California,Eureka,Murray Field,EKA,PU,GA,,Local,0,39,"1,125,300"
California,Eureka,Kneeland,O19,PU,GA,,Unclassified,0,0,0
California,Fall River Mills,Fall River Mills,O89,PU,GA,,Basic,4,9,"5,873,680"
California,Fallbrook,Fallbrook Community Airpark,L18,PU,GA,,Local,0,96,"8,793,333"
California,Firebaugh,Firebaugh,F34,PU,GA,,Unclassified,0,8,0
California,Fort Jones,Scott Valley,A30,PU,GA,,Local,14,18,"1,365,556"
California,Fortuna,Rohnerville,FOT,PU,GA,,Local,0,15,"3,306,035"
California,Franklin,Franklin Field,F72,PU,GA,,Local,0,15,"500,000"
California,Fresno,Fresno Yosemite International,FAT,PU,P,S,,"1,201,789",163,"111,882,334"
California,Fresno,Fresno Chandler Exec,FCH,PU,R,,Regional,6,102,"7,700,000"
California,Fullerton,Fullerton Municipal,FUL,PU,R,,Regional,8,296,"2,733,334"
California,Garberville,Garberville,O16,PU,GA,,Local,0,15,"866,667"
California,Georgetown,Georgetown,E36,PU,GA,,Local,0,15,"455,000"
California,Grass Valley,Nevada County,GOO,PU,GA,,Local,44,127,"4,189,815"
California,Groveland,Pine Mountain Lake,E45,PU,GA,,Unclassified,4,7,0
California,Gustine,Gustine,3O1,PU,GA,,Basic,0,10,"1,398,889"
California,Half Moon Bay,Half Moon Bay,HAF,PU,R,,Regional,1,36,"43,284,999"
California,Hanford,Hanford Municipal,HJO,PU,GA,,Local,26,67,"1,427,856"
California,Havasu Lake,Chemehuevi Valley,49X,NA,GA,,Basic,0,0,"3,874,755"
California,Hawthorne,Jack Northrop Field/Hawthorne Municipal,HHR,PU,CS,,National,"5,100",164,"10,686,209"
California,Hayfork,Hayfork,F62,PU,GA,,Unclassified,0,2,0
California,Hayward,Hayward Exec,HWD,PU,R,,National,38,400,"14,203,954"
California,Healdsburg,Healdsburg Municipal,HES,PU,GA,,Local,0,24,"4,884,267"
California,Hemet,Hemet-Ryan,HMT,PU,GA,,Regional,0,140,"3,977,777"
California,Hollister,Hollister Municipal,CVH,PU,GA,,Regional,0,89,"11,612,122"
California,Hoopa,Hoopa,O21,PU,GA,,Basic,0,0,0
California,Imperial,Imperial County,IPL,PU,CS,,Regional,"7,100",31,"7,459,500"
California,Independence,Independence,2O7,PU,GA,,Unclassified,0,0,0
California,Inyo (County),Trona,L72,PU,GA,,Basic,0,0,0
California,Inyokern,Inyokern,IYK,PU,GA,,Local,0,31,"11,914,239"
California,Jackson,Westover Field Amador County,JAQ,PU,GA,,Local,0,83,"1,944,850"
California,Kernville,Kern Valley,L05,PU,GA,,Local,0,15,"8,069,179"
California,King City,Mesa Del Rey,KIC,PU,GA,,Basic,0,10,"753,333"
California,La Verne,Brackett Field,POC,PU,R,,Regional,0,76,"5,888,889"
California,Lakeport,Lampson Field,1O2,PU,GA,,Local,0,16,"2,494,569"
California,Lancaster,General Wm J Fox Airfield,WJF,PU,GA,,Local,3,51,"3,216,667"
California,Lee Vining,Lee Vining,O24,PU,GA,,Unclassified,0,1,0
California,Lincoln,Lincoln Regional/Karl Harder Field,LHM,PU,R,,Local,4,50,"8,031,952"
California,Little River,Little River,LLR,PU,GA,,Local,4,17,"11,720,958"
California,Livermore,Livermore Municipal,LVK,PU,R,,Regional,30,405,"16,890,133"
California,Lompoc,Lompoc,LPC,PU,GA,,Local,11,38,"8,315,584"
California,Lone Pine,Lone Pine/Death Valley,O26,PU,GA,,Basic,0,9,"5,723,543"
California,Long Beach,Long Beach (Daugherty Field),LGB,PU,P,S,,"1,837,622",398,"209,761,682"
California,Los Angeles,Los Angeles International,LAX,PU,P,L,,"40,956,673",0,"572,656,460"
California,Los Angeles,Whiteman,WHP,PU,R,,Regional,0,191,"10,335,667"
California,Los Banos,Los Banos Municipal,LSN,PU,GA,,Local,0,16,"2,752,777"
California,Madera,Madera Municipal,MAE,PU,GA,,Regional,0,62,"3,723,766"
California,Mammoth Lakes,Mammoth Yosemite,MMH,PU,CS,,Local,"3,966",0,"23,493,393"
California,Marina,Marina Municipal,OAR,PU,GA,,Local,0,36,"2,838,689"
California,Mariposa,Mariposa-Yosemite,MPI,PU,GA,,Local,18,17,"5,998,682"
California,Marysville,Yuba County,MYV,PU,GA,,Local,4,32,"3,766,770"
California,Mendota,William Robert Johnston Municipal,M90,PU,GA,,Unclassified,0,0,0
California,Merced,Merced Yosemite Regional,MCE,PU,CS,,Regional,"3,798",30,"1,475,793"
California,Merced,Turlock Municipal,O15,PU,GA,,Local,0,27,"3,604,967"
California,Modesto,Modesto City-County-Harry Sham Field,MOD,PU,GA,,Regional,9,140,"2,211,833"
California,Mojave,Mojave Air & Space Port/Rutan Field,MHV,PU,GA,,Regional,9,117,"16,917,033"
California,Montague,Siskiyou County,SIY,PU,GA,,Local,0,18,"3,377,778"
California,Monterey,Monterey Regional,MRY,PU,P,N,,"259,773",146,"29,775,921"
California,Napa,Napa County,APC,PU,R,,National,470,166,"15,034,889"
California,Needles,Needles,EED,PU,GA,,Unclassified,0,3,0
California,Novato,Gnoss Field,DVO,PU,R,,Regional,94,179,"6,029,853"
California,Oakdale,Oakdale,O27,PU,GA,,Local,0,44,"1,726,208"
California,Oakland,Metro Oakland International,OAK,PU,P,M,,"5,520,778",264,"843,610,420"
California,Oceano,Oceano County,L52,PU,GA,,Local,0,15,"6,364,116"
California,Oceanside,Bob Maxwell Memorial Airfield,OKB,PU,GA,,Local,0,68,"8,971,080"
California,Ontario,Ontario International,ONT,PU,P,M,,"3,181,161",15,"145,494,434"
California,Orland,Haigh Field,O37,PU,GA,,Local,0,44,"1,112,336"
California,Oroville,Oroville Municipal,OVE,PU,GA,,Local,0,39,"2,492,289"
California,Oxnard,Oxnard,OXR,PU,GA,,Regional,44,114,"17,229,375"
California,Palm Springs,Palm Springs International,PSP,PU,P,S,,"1,625,320",69,"51,249,167"
California,Palm Springs,Jacqueline Cochran Regional,TRM,PU,GA,,National,174,89,"7,476,333"
California,Palmdale,Palmdale USAF Plant 42,PMD,MA,GA,,Unclassified,0,0,0
California,Palo Alto,Palo Alto,PAO,PU,R,,Regional,74,317,"7,946,267"
California,Paso Robles,Paso Robles Municipal,PRB,PU,GA,,Regional,57,197,"2,507,777"
California,Petaluma,Petaluma Municipal,O69,PU,R,,Regional,0,135,"3,703,161"
California,Placerville,Placerville,PVF,PU,GA,,Local,0,37,"2,132,567"
California,Porterville,Porterville Municipal,PTV,PU,GA,,Local,10,36,"1,216,667"
California,Quincy,Gansner Field,2O1,PU,GA,,Local,0,24,"462,656"
California,Ramona,Ramona,RNM,PU,R,,Regional,1,137,"12,000,000"
California,Rancho Murieta,Rancho Murieta,RIU,PR,GA,,Unclassified,3,16,0
California,Red Bluff,Red Bluff Municipal,RBL,PU,GA,,Regional,5,100,"64,222"
California,Redding,Benton Field,O85,PU,GA,,Local,1,77,"648,667"
California,Redding,Redding Regional,RDD,PU,P,N,,"87,670",240,"89,566,291"
California,Redlands,Redlands Municipal,REI,PU,GA,,Local,0,183,"2,066,667"
California,Reedley,Reedley Municipal,O32,PU,GA,,Local,0,19,"4,306,000"
California,Rio Vista,Rio Vista Municipal,O88,PU,GA,,Local,0,17,"2,289,160"
California,Riverside,Riverside Municipal,RAL,PU,R,,Regional,0,189,"6,214,612"
California,Riverside,March ARB,RIV,MA,R,,National,"31,001",3,"10,791,111"
California,Riverside (County),French Valley,F70,PU,GA,,Regional,115,256,"2,132,887"
California,Ruth,Ruth,T42,PU,GA,,Unclassified,0,1,0
California,Sacramento,McClellan Airfield,MCC,PR,GA,,Unclassified,563,132,0
California,Sacramento,Sacramento Mather,MHR,PU,R,,National,115,7,"22,197,108"
California,Sacramento,Sacramento Exec,SAC,PU,R,,Regional,54,233,"2,831,667"
California,Sacramento,Sacramento International,SMF,PU,P,M,,"6,371,895",12,"200,019,806"
California,Salinas,Salinas Municipal,SNS,PU,GA,,Regional,1,163,"1,733,889"
California,San Andreas,Calaveras County-Maury Rasmussen Field,CPU,PU,GA,,Local,0,51,"9,843,350"
California,San Bernardino,San Bernardino International,SBD,PU,P,N,,"27,339",57,"15,954,415"
California,San Carlos,San Carlos,SQL,PU,GA,,Regional,"3,696",256,"59,254,499"
California,San Diego,Montgomery-Gibbs Exec,MYF,PU,R,,National,99,391,"30,748,648"
California,San Diego,San Diego International,SAN,PU,P,L,,"12,190,166",10,"2,405,797,784"
California,San Diego,Brown Field Municipal,SDM,PU,R,,Regional,196,152,"69,371,181"
California,San Diego,Gillespie Field,SEE,PU,R,,National,34,530,"20,122,211"
California,San Francisco International Airport,San Francisco International,SFO,PU,P,L,,"24,191,133",6,"683,792,071"
California,San Jose,Reid-Hillview of Santa Clara County,RHV,PU,R,,Regional,0,270,"833,333"
California,San Jose,Norman Y Mineta San Jose International,SJC,PU,P,M,,"5,958,852",142,"278,271,918"
California,San Luis Obispo,San Luis Obispo County Regional,SBP,PU,P,N,,"324,925",225,"19,474,095"
California,San Martin,San Martin,E16,PU,R,,Regional,10,107,"1,348,888"
